Facility Id,Zip Code,Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions 
1005243,70392,24224.366,22200.1,2011.75,12.516
1004937,60548,11037.212,9963.8,1067.75,5.662
1005244,38666,19294.738,16389.5,2896,9.238
1011137,60098,37257.016,35372.3,1864.75,19.966
1004933,49307,31221.608,24421.9,6786,13.708
1013698,78380,243405.6758,240092.2,3178.75,134.7258
1013907,77002,100599.578,98855.4,1688.75,55.428
1013912,31721,46128.13,44931.8,1171,25.33
1012943,35010,152650.982,150835.6,1730.75,84.632
1002050,74825,49177.674,46773.7,2377.75,26.224
1006841,56007,92774.3,92591.4,130.75,52.15
1014295,71269,26320.556,24996.8,1309.75,14.006
1003209,73004,23830.592,15501.2,8320.75,8.642
1004404,74538,25213.658,24550.2,649.75,13.708
1000315,15944,52759.97,48009.4,4723.75,26.82
1002577,45701,73877.28,71603.8,2233.25,40.23
1006523,75240,66531.126,59856.5,6641.25,33.376
1005846,87413,35935.376,33062.9,2854,18.476
1002087,46105,59289.23,58165.7,1090.75,32.78
1013883,79735,25717.204,25497.9,205,14.304
1013395,78003,47284.132,31733.8,15532.75,17.582
1002343,68310,20855.482,18629.6,2215.75,10.132
1002006,73932,57122.322,46414.3,10681.5,26.522
1006696,19504,58169.41,50283.1,7858,28.31
1004564,48054,67907.306,63927.2,3943.75,36.356
1008160,74723,35297.994,27977.7,7304.5,15.794
1013668,43754,4305.85,9.6,4296.25,
1000179,19551,61060.988,56040.9,4988.5,31.588
1002444,68958,28950.394,28002.6,932,15.794
1008964,75861,44075.318,21484.6,22578.5,12.218
1005646,75861,23365.78,18653.6,4701.75,10.43
1011077,81625,3586.79,2624.8,960.5,1.49
1014091,78830,77695.486,70061.9,7594.25,39.336
1011720,26521,28637.658,24599.7,4024.25,13.708
1008245,77419,37323.568,35067.4,2236.5,19.668
1014325,78526,59524.039,55680.1,3812.5,31.439
1005958,49659,49165.172,46459.4,2679.25,26.522
1008234,21520,26428.02,21010.1,5406,11.92
1002388,70577,62530.672,60283.7,2213,33.972
1002954,27893,37970.196,37929,18.25,22.946
1007026,63044,5366.744,1742.6,3623.25,0.894
1002600,84602,80167.548,80084.8,37.75,44.998
1004494,13069,50940.6,86.1,50854.5,
1004848,24201,10383.5,,10383.5,
1006828,8902,54360.344,54303.9,25.75,30.694
1006464,80817,13568.15,0.9,13567.25,
1007712,74014,4742.5,,4742.5,
1004533,57006,39034.5,,39034.5,
1007605,67205,190646.7,9.7,190637,
1002436,13905,31301,72.5,31228.5,
1003543,33332,39602.25,,39602.25,
1005056,57401,54521.5,,54521.5,
1001811,2912,23949.858,23924.9,11.25,13.708
1001726,40216,19447.376,19427.1,9.25,11.026
1004415,36010,43959.25,,43959.25,
1007680,23868,58058.9,33.4,58025.5,
1006174,4416,6817,6805.2,4.35,7.45
1006221,95076,18656.25,,18656.25,
1006784,65440,104065.258,103887.3,52.5,125.458
1001775,28701,68755.5,,68755.5,
1002433,46161,72821.064,72743.7,34.75,42.614
1002526,44811,75365.516,75287.7,35.5,42.316
1005075,35601,89085.064,88993,42,50.064
1004105,66801,33568.524,33534,15.75,18.774
1006969,8022,46766.39,1063.9,45701,1.49
1007743,55337,56518.848,420.8,56097.75,0.298
1003405,83402,43887.784,43842.3,20.75,24.734
1003837,56209,109162.888,109050,51.5,61.388
1007554,67042,55979.1,2.6,55976.5,
1004355,63902,36824.25,,36824.25,
1000191,68632,80760.1,35.1,80725,
1007815,85139,37108.4,9.9,37098.5,
1011859,15061,38396.744,38355,18.5,23.244
1012447,77518,96579.64,96481,45,53.64
1001409,31716,80028.052,79946.4,37.25,44.402
1005761,15380,2564327.576,36971,2527353,3.576
1008786,40216,30961.684,30929.9,14.5,17.284
1012394,30813,24406.75,,24406.75,
1007302,62217,6019456.4,5972319.3,17240.25,29896.85
1000997,78418,620036.052,619406.4,287.25,342.402
1001412,36512,6925641.21,6893261,12147.5,20232.71
1010722,98837,32927.076,32893.1,15.5,18.476
1011964,83440,46696.424,46648.2,22,26.224
1011063,59701,69263.14,69191.9,32.5,38.74
1007300,78612,1106213.8,1105090.4,512.5,610.9
1007920,14020,1221.996,1220.9,0.5,0.596
1010637,38606,1661352.844,1659666.1,769.5,917.244
1005950,41094,40945.1,79.1,40866,
1014651,72653,39606,39564.9,18.75,22.35
1000699,39180,186108.758,185919.4,86.25,103.108
1000978,54806,14714.436,11027.7,578,3108.736
1007242,43616,1171021.244,1167921.5,916,2183.744
1002246,52761,76353.212,76274.3,36,42.912
1001989,70070,85712.828,85624.6,40.25,47.978
1000555,7002,614520.944,613891.6,285.75,343.594
1001246,7002,33590.424,33555.9,15.75,18.774
1000346,77507,1948840.068,1940464.6,2515,5860.468
1007931,70546,90670.864,90578.8,42,50.064
1001630,77507,44258.984,44213.5,20.75,24.734
1014234,77642,852986.184,791787.1,59773.75,1425.334
1001172,33619,2953172.356,2950173.7,1368,1630.656
1000131,11691,68547.988,68476.7,32.25,39.038
1006983,77523,1118462.052,1117325.5,518.5,618.052
1000550,23123,925694.732,924784.4,408.5,501.832
1000284,68310,196953.62,196753.6,91.25,108.77
1013587,68310,25895.25,,25895.25,
1013597,77627,13998.646,13974.4,8.75,15.496
1002488,97016,470399.968,469912.7,221.75,265.518
1012567,17724,25039.504,25013.2,12,14.304
1011233,24523,31499.1,10.6,31488.5,
1002901,34241,40070.25,,40070.25,
1004723,18071,127333.39,127330.9,1,1.49
1004997,37854,76874.596,76873.5,0.5,0.596
1004427,60617,64067.992,64065.8,1,1.192
1005814,29812,108493.128,108487.1,2.75,3.278
1001187,27052,5922637.112,5895070.4,10359,17207.712
1001011,48054,6808451,6755601.7,19331.75,33517.55
1001207,2019,102335.806,102219.4,50.25,66.156
1006864,2019,945572.596,944612.5,438,522.096
1003790,45714,171481.72,171473.5,3.75,4.47
1014564,39452,29378.24,29348.1,13.75,16.39
1000244,83647,145240.912,145093.5,67.25,80.162
1003413,40601,29468.948,119.4,29349.25,0.298
1000742,7657,887763.712,886834.7,416.75,512.262
1001298,1001,211566.148,211346.4,100.25,119.498
1013951,99559,30651.104,30546.2,31,73.904
1000777,12077,1900608.308,1898678.8,880.25,1049.258
1003937,18015,66643.198,112.4,66530.5,0.298
1000127,18015,1894914.98,1892895,899.5,1120.48
1001238,11801,244706.144,244457.9,113.25,134.994
1013632,39345,44961.08,44914.5,21.25,25.33
1014581,38967,25384.504,25358.2,12,14.304
1001492,33572,2378440.032,2366502.5,4462.5,7475.032
1007930,70749,100808.428,100706.5,46.5,55.428
1001016,70760,3855679.432,3829392.1,9656.25,16631.082
1006022,54725,84055.284,83968.7,39.5,47.084
1012997,72370,524209.268,524036.1,79,94.168
1001587,41230,284566.796,284278,131.75,157.046
1007358,25530,150366.936,150212.4,70.5,84.036
1000604,79720,258389.864,258380,4.5,5.364
1001027,57216,2188990.984,2171850.3,6268.75,10871.934
1003320,49829,575417.142,476075.5,93484.75,5856.892
1001892,49876,138770.684,84163.8,49873.75,4733.134
1006218,93522,44070.5,,44070.5,
1000466,61602,560401.34,559823.2,263.75,314.39
1013620,19508,1046195.372,1045132.8,484.75,577.822
1000689,55337,362264.956,361896.7,168,200.256
1013982,25209,82800,,82800,
1006869,89124,355916.812,355550.2,167.25,199.362
1000489,86413,52955.404,52901.7,24.5,29.204
1005822,79007,969788.248,968801.3,450.25,536.698
1006657,1504,1046844.82,1045781.7,485,578.12
1011455,75416,74433,,74433,
1000979,53703,22805.868,22783.4,10.25,12.218
1001687,41701,38889,,38889,
1000424,55379,63794.044,63725.4,30.5,38.144
1003773,17254,59133.05,36.8,59096.25,
1000230,28716,946189.974,863890.6,77229.5,5069.874
1004446,24416,46656.85,0.1,46656.75,
1000141,80019,252603.316,252337.7,119,146.616
1014676,48054,1692392.276,1690673.2,784.25,934.826
1001341,40031,127783.206,127630.2,64.5,88.506
1000463,87401,125254.136,125127,58,69.136
1001405,92225,656107.22,655441.4,303.75,362.07
1000811,31326,988640.636,987636.7,458,545.936
1000640,98204,69711.088,69639.3,32.75,39.038
1000637,63134,30377.236,30346,14.25,16.986
1013165,71429,30354.87,28772.9,236.5,1345.47
1013715,71463,26900.624,25390.1,225.25,1285.274
1001149,84078,3570432.334,3541849.6,10454.5,18128.234
1014061,81301,38503.5,,38503.5,
1013336,30263,21327.618,21305.4,10,12.218
1011034,37030,33369.724,33335.2,15.75,18.774
1011956,50036,47094.25,,47094.25,
1004808,37218,52871.5,,52871.5,
1003533,79007,204781.796,204725.9,25.5,30.396
1000605,79007,256422.972,256374.2,22.25,26.522
1004701,89015,27719.396,27690.9,13,15.496
1008020,76644,1760498.728,1758711.7,815.25,971.778
1011817,77571,40128.948,40087.3,19,22.648
1002274,2134,47043.85,46990.8,23.25,29.8
1000687,55721,5374491.838,5332501,15362.75,26628.088
1010860,99027,39548.652,39508.1,18.5,22.052
1001505,30120,8475023.634,8407224.1,24795.75,43003.784
1000780,10993,823497.462,822561.8,408.5,527.162
1007976,16947,59873.85,72.1,59801.75,
1014658,77469,138876.484,138735.3,64.3,76.884
1001041,71447,5687209.608,5665719,2948.75,18541.858
1001481,21226,2219520.334,2201023.7,6760.5,11736.134
1001167,32234,1806818.052,1804982.8,837.25,998.002
1001288,20613,209192.218,208969,99.25,123.968
1000798,77481,1344613.016,1343247.4,623,742.616
1000114,11717,39280.104,39240.1,18.25,21.754
1001299,6604,992436.672,991428.9,459.75,548.022
1006949,6604,1237485.764,1236229.2,573.25,683.314
1011682,29829,34887.468,34851.3,16.5,19.668
1013673,37357,26690.146,26661.9,12.75,15.496
1001343,29340,668294.778,667606.5,312.5,375.778
1005892,31560,89483.75,,89483.75,
1000870,11205,896188.068,895234.3,427.5,526.268
1003303,34601,758507.776,755893.1,912.5,1702.176
1000739,38012,250987.82,250733,116.25,138.57
1004884,78521,116751.75,,116751.75,
1000886,17347,2743740.648,2734666.6,1027.75,8046.298
1007427,15204,34654.462,34617.4,16.5,20.562
1002733,31520,331203.136,251584.5,74669.75,4948.886
1011850,23856,2764864.504,2762057.1,1280.75,1526.654
1001224,80723,92708.208,92614.5,42.75,50.958
1008387,24639,975443.7,15754.7,959689,
1005351,24631,32610.328,32576.9,15.25,18.178
1000174,24631,170167.195,169994.5,78.825,93.87
1000831,28145,1939412.97,1937024,1043.5,1345.47
1011920,78409,101406.814,100172.7,930.75,303.364
1010646,17837,32878.12,32843,15.75,19.37
1013945,4416,52928,34.8,52893.2,
1013656,40601,77838.394,54405.7,23402,30.694
1000917,37716,1171803.955,1162464.6,3413.625,5925.73
1007402,51503,113722.672,113605.4,53.5,63.772
1005022,70047,51965.504,51911.8,24.5,29.204
1005019,62914,49098.516,49048.1,23,27.416
1004821,45833,25398.504,25372.2,12,14.304
1004599,46733,67840.744,67770.6,32,38.144
1001553,52601,25057.908,25032.7,11.5,13.708
1000743,8016,31340.084,31298.6,16.75,24.734
1005893,78563,2826.25,,2826.25,
1001500,33801,917097.75,916166.4,424.75,506.6
1003620,49068,75562.15,0.9,75561.25,
1002748,31711,146287.698,145581.3,274,432.398
1001535,46204,197486.824,197287.9,90.75,108.174
1000419,79720,102665.82,102561.7,47.5,56.62
1006435,70538,370192.432,370173.8,8.5,10.132
1004791,70586,320954.26,320943.8,4.5,5.96
1006201,85231,23410.448,136.4,23273.75,0.298
1006980,49601,44506.552,44270.6,87.25,148.702
1003599,91301,54483.428,0.3,54383,100.128
1006307,70605,253106.112,251484.8,855.75,765.562
1001864,41129,46161.828,46114.7,21.5,25.628
1005658,93706,37413.66,37375.3,17.5,20.86
1005657,93272,47050.524,47002.3,22,26.224
1006836,95380,37391.16,37352.8,17.5,20.86
1005659,93291,69456.288,69384.5,32.75,39.038
1006761,92335,137415.784,137274.4,64.5,76.884
1005363,16041,38473.18,38428.6,19.25,25.33
1006500,71067,90176.334,86787,3342.25,47.084
1006499,71018,101567.394,100572.1,905,90.294
1005125,71109,314788.642,312926.7,1041.25,820.692
1000362,8104,140179.016,132867.6,2851.25,4460.166
1007780,75056,106806.5,,106806.5,
1003362,88063,59472,0,59472,
1004254,43545,84067.684,83963.1,57.5,47.084
1005780,28364,47885.72,47836.4,22.5,26.82
1004205,95620,31515.432,31483.1,14.75,17.582
1003621,74801,4846.5,,4846.5,
1006544,39046,38030.75,,38030.75,
1004200,8270,120139.758,,120133.5,6.258
1004270,78217,498198.418,496775.4,524.25,898.768
1006733,20003,65778.042,65708.1,31.5,38.442
1004554,30106,96855.194,96745.7,49,60.494
1004334,36027,18139.43,18120.5,8.5,10.43
1004075,31054,19599.274,19578.7,9.25,11.324
1004181,31090,12716.552,12703.4,6,7.152
1003135,48849,76276.856,76164.8,68.25,43.806
1003102,44436,125593.544,266.4,125326.25,0.894
1002882,47390,182750.812,182562.3,86,102.512
1005358,53901,129538.548,129442.1,44,52.448
1005558,54751,117986.632,117899.5,39.75,47.382
1005915,28115,111853.316,111775.5,35.5,42.316
1005824,37642,145581.128,145506.6,34,40.528
1000329,74701,121719.932,121632.8,39.75,47.382
1007717,80550,32617.228,32583.8,15.25,18.178
1005813,30501,46790.024,46741.8,22,26.224
1000304,58075,55481.608,55417.3,28.25,36.058
1006699,67214,48460.668,48410.8,22.75,27.118
1007881,52553,378927.324,378536.6,178.25,212.474
1006625,44314,45163.78,45117.2,21.25,25.33
1005694,45365,66965.948,66896.9,31.5,37.548
1006525,52401,99122.676,99020.2,46.75,55.726
1005434,67501,42375.64,42331.8,20,23.84
1004067,35976,36805.358,36766.7,17.5,21.158
1006637,45414,159919.448,159754.5,75.25,89.698
1005513,14891,49453.264,49402.3,23.25,27.714
1007220,67801,55409.594,52359.3,2997.25,53.044
1000357,80701,39262.896,36465.1,2752.5,45.296
1006063,48079,69703.288,69631.5,32.75,39.038
1005150,90723,28088.344,28059.3,13.25,15.794
1004569,35137,487521.976,485794,629.25,1098.726
1006848,41056,521243.266,519520.5,630,1092.766
1004375,54220,180249.824,179755.8,177.25,316.774
1003005,41006,1050319.124,1046341.9,1455.25,2521.974
1006263,48218,390958.01,389576.2,496.75,885.06
1004081,44045,354011.538,353471,203.5,337.038
1004020,44815,556130.754,555331,256.5,543.254
1005299,28071,93235.82,92500.2,269.25,466.37
1004036,19601,157987.58,157831.4,71.25,84.93
1006036,51401,43011.548,94.5,42916.75,0.298
1002649,37642,31531,25,31506,
1004017,97348,52603.838,51667.4,286.5,649.938
1005755,97128,72599.728,72552.6,21.5,25.628
1005225,82601,13932,2,13930,
1005990,61547,198099.286,35214.2,162883,2.086
1004470,47905,29629.366,29584.7,17.25,27.416
1003466,85331,19615.25,,19615.25,
1002969,42029,232808.284,231287.4,1518.5,2.384
1006260,37091,13895.044,388.9,13505.25,0.894
1004721,37924,437262.57,435929,487.25,846.32
1007877,80540,320928.188,320924.9,1.5,1.788
1002308,92308,1931464.428,1925237,1962.75,4264.678
1007663,78132,1101668.33,1098149,1147.25,2372.08
1004758,33182,559288.57,557606.1,597.75,1084.72
1005331,31013,353805.378,352472,451,882.378
1008033,36732,503915.48,503545,144,226.48
1005820,47840,21769,,21769,
1006809,56347,39845.25,38266.7,1548.75,29.8
1003901,56283,31389.85,29607.8,1752.25,29.8
1007673,50450,19323.304,646.1,18648,29.204
1004915,48859,41325.796,41283.6,19.25,22.946
1006083,46952,140157.172,140012.5,66,78.672
1005313,96784,53209.75,,53209.75,
1003514,65301,115569.5,,115569.5,
1005349,99669,55453.492,2302.3,53150,1.192
1001651,99734,833710.236,832939.2,351.75,419.286
1006990,49339,46187.248,100.7,46086.25,0.298
1005295,21841,112063,,112063,
1006853,42348,398914.177,209644.6,9.75,11.622
1004341,87121,203110.75,27.5,203083.25,
1006082,49946,27534.596,27506.1,13,15.496
1005745,66115,71916.148,71860.8,25.25,30.098
1007055,93610,50248.884,50203.4,20.75,24.734
1005772,26055,70741.184,70668.3,33.25,39.634
1006202,41008,61242.12,61179.1,28.75,34.27
1007762,71852,60053.224,59991.3,28.25,33.674
1006572,98134,52401.952,52347.7,24.75,29.502
1003902,81004,293862.736,246748.8,47015,98.936
1002301,70346,9155496.092,7827402,1382,1326712.092
1004183,39194,2454970.972,1131049.4,223.75,1323697.822
1006005,51054,3180457.416,2563756,484.5,616216.916
1002100,24343,39708.95,7.7,39701.25,
1002996,46161,1086338.598,398.8,1085939.5,0.298
1003509,62040,1361.25,,1361.25,
1002759,93308,6793.924,6786.8,3.25,3.874
1007625,70043,1542493.256,1534000.2,4314.5,4178.556
1000217,39092,53244,,53244,
1002859,77530,1959864.958,1948843.4,4988.25,6033.308
1000394,23803,107935.616,107844.1,41.75,49.766
1005344,76065,279516.88,279333.3,83.75,99.83
1005107,20602,76901.15,26.9,76874.25,
1004491,75089,214711.048,73.5,214637.25,0.298
1001909,33955,149497.008,,149490.75,6.258
1004911,28208,48321.022,48066.4,94,160.622
1006901,53080,133895.672,133805.8,41,48.872
1003474,44125,134763.676,134702.3,28,33.376
1007813,36560,14076.5,,14076.5,
1002618,8023,50736.35,633.1,12901.5,1.49
1006145,28306,47608.0021,28950.9,13.5,16.092
1003041,39571,717278.688,716908.8,159.5,210.388
1003890,71730,74418.642,1054,0.5,0.596
1004133,40216,2208180.348,27178.6,1523.75,15.198
1002176,26181,1318708.111,216554,102,121.584
1006021,14901,31830.45,24.7,31805.75,
1004719,99701,274643.82,272546,767.25,1330.57
1007770,35616,492321.604,306200.2,58.25,186063.154
1007899,31537,50912,40.5,50871.5,
1007795,37754,57255.67,140.8,57058.25,56.62
1001844,15458,14808.45,10.2,14798.25,
1006967,77480,1108878.62,1097240.6,5904.5,5733.52
1002146,77640,872420.016,866934.4,3737.25,1748.366
1003610,94801,4008129.326,3996363.9,5034.5,6730.926
1006189,84116,490002.494,482278.2,6293,1431.294
1007978,90245,3301835.324,3279694.6,16191.75,5948.974
1005583,82009,67135,,67135,
1005841,60666,44153.038,44098.7,22.75,31.588
1007669,1020,5199.098,194.8,5004,0.298
1000063,68901,138639.018,138309.8,130.75,198.468
1006700,45229,29955.988,29925.3,14,16.688
1001143,56215,75238.438,75145.5,39,53.938
1002992,91384,175833.25,,175833.25,
1010378,70438,44601,,44601,
1002232,18042,69673.75,,69673.75,
1005734,63350,23467.26,23281.8,67.75,117.71
1006671,59044,1013794.09,1005420.1,6472.75,1901.24
1004656,56001,90806.708,90713,42.75,50.958
1007942,67460,1195523.714,1186029.7,6866.25,2627.764
1004657,56031,77024.16,76944.7,36.25,43.21
1004276,61068,190070.326,189872.2,90.25,107.876
1005267,99695,7238.52,7193.3,3.5,41.72
1001667,93012,7397.424,7390.3,3.25,3.874
1008012,60409,13640.968,4210.1,9366.5,64.368
1003954,68701,63418.112,63352.9,29.75,35.462
1002970,78409,438022.582,434089.7,2432.75,1500.132
1007965,78407,985074.012,980638.2,1658.75,2777.062
1002389,70665,4389675.96,4360382.4,16153.25,13140.31
1003957,34460,104463.25,,104463.25,
1002184,33853,63238.912,63173.7,29.75,35.462
1007708,96707,52420,,52420,
1005594,28002,60786.25,,60786.25,
1006350,79124,108133,,108133,
1002757,70821,55964.5,,55964.5,
1002065,77705,260009.75,,260009.75,
1004159,37341,48598.25,,48598.25,
1006286,37363,65651,,65651,
1005318,72032,96575.5,,96575.5,
1002351,75110,102502,,102502,
1000372,76208,97841.5,,97841.5,
1007276,78539,133863,,133863,
1003979,89801,38084.3,14.3,38070,
1001614,58102,233136,,233136,
1004132,86004,108377.25,,108377.25,
1006224,76140,147299.25,,147299.25,
1000370,75040,59904.75,,59904.75,
1003683,85301,44455.25,,44455.25,
1000090,75050,95546,,95546,
1006978,27405,206466.75,,206466.75,
1002340,30241,8596.5,,8596.5,
1003949,84321,53738.55,13.3,53725.25,
1004868,93436,15424.25,,15424.25,
1003865,48642,154774.768,261.1,154494,19.668
1003605,52726,42557,0,42557,
1004261,85027,18455.5,,18455.5,
1006280,85009,31089.5,,31089.5,
1002700,79549,33254,,33254,
1007290,31794,60942.5,,60942.5,
1004364,95076,3676.5,,3676.5,
1007932,48111,9899.25,,9899.25,
1006313,16254,64088.274,63381.3,122,584.974
1004759,47106,24618.75,,24618.75,
1006867,77507,782465.804,781891.5,262,312.304
1004705,83501,296476.054,267837.9,22418,6220.154
1002708,71630,228331.78,180781.5,46698,852.28
1005307,29634,11118.306,11106.5,5.25,6.556
1005825,28152,139753,,139753,
1002202,44114,59287.476,59226.1,28,33.376
1003668,19320,148234.168,148115.8,54,64.368
1003523,19428,8162.62,8154.4,3.75,4.47
1006325,60827,135041.344,134984.9,25.75,30.694
1003403,48120,1015784.764,1015575.9,54.5,154.364
1006008,33440,45878.814,12018.8,13203.25,20656.764
1005316,79928,236832.75,,236832.75,
1007960,17748,128651.148,261.1,128389.75,0.298
1002242,46041,39609.6,36.1,39573.5,
1005259,12962,30502.876,27.9,30382,92.976
1002599,52732,38876.448,103.9,38772.25,0.298
1007467,61727,106789.998,64.7,106725,0.298
