Facility Id,Zip Code,Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions 
1004267,93307,142322.332,141523.5,408.75,390.082
1004001,93308,291761.204,291460.9,137,163.304
1000365,27261,104607.25,,104607.25,
1010858,99141,15566.396,3468.5,7187.75,4910.146
1003410,56001,69577.372,65906.7,1431.5,2239.172
1013136,20613,1802999.32,1801169,835,995.32
1000883,15774,4946445.414,4919964.8,1331.5,25149.114
1011199,31833,23851.06,23826.4,11.25,13.41
1004399,44622,62266.75,,62266.75,
1001520,62540,3758085.34,3728644.9,10769.25,18671.19
1013259,28086,1147381.848,1146216.8,531.5,633.548
1011716,93230,13255.75,,13255.75,
1005871,37763,3832365.599,3801993.9,11109.575,19262.124
1007209,62875,1997.692,1995.5,1,1.192
1007817,95037,86693.25,,86693.25,
1001944,99503,31859.66,28151.2,3665.25,43.21
1014669,0,92745.34,88669,3978,98.34
1011949,78151,71645.626,58644.9,12982.25,18.476
1009769,71030,28624.262,28275.6,343,5.662
1009772,71037,53750.244,53051.4,690.5,8.344
1009774,71019,76718.068,76470.6,235.25,12.218
1009775,71019,71206.084,70929.5,266.75,9.834
1009776,71019,51788.638,51376.9,402.5,9.238
1005431,76230,123570.984,119384.3,4154.5,32.184
1011811,70510,42518.3,39644.2,2851.75,22.35
1004837,71046,37138.462,34812.6,2312.75,13.112
1013518,80643,61432.738,59348.3,2067.75,16.688
1011012,78119,167620.542,145748.3,21804,68.242
1011274,44427,42070.334,35129.3,6923.75,17.284
1005181,79745,99565.084,67888.4,31644.5,32.184
1004709,84001,76271.372,73948.7,2281.25,41.422
1004712,84066,35122.122,33773.8,1329.25,19.072
1002521,78375,273819.664,249047.2,24633,139.464
1003315,87413,93077.16,82227.2,10806.75,43.21
1005806,82930,59827.382,57947.9,1847,32.482
1002763,89165,55919.502,52405.5,3484.5,29.502
1002762,89019,96129.492,94702.9,1373.25,53.342
1006156,84012,30193.896,27627.9,2550.5,15.496
1002761,83101,218772.28,217049.1,1601,122.18
1005804,84104,48092.126,46877.2,1189,25.926
1002760,84733,111200.24,108522.9,2616.25,61.09
1013571,78375,21016.83,18837.4,2169,10.43
1003143,78377,10123.816,8944,1174.75,5.066
1008430,78355,22497.92,21433.5,1052.5,11.92
1013564,70535,225689.218,220596.5,4968.75,123.968
1011892,78545,8876.87,7848.9,1023.5,4.47
1011893,78545,8335.024,7106.4,1224.75,3.874
1003897,78119,22442.432,18397.8,4034.5,10.132
1002923,77493,57855.04,55871.5,1952.25,31.29
1008429,77335,33987.296,27756.3,6215.5,15.496
1012704,77995,13659.802,12523.9,1128.75,7.152
1014346,79745,10592.11,10356.9,229.25,5.96
1006143,39090,22121.144,14707.8,7405,8.344
1001314,97603,994736.012,993725.5,461,549.512
1000076,97603,18224.832,18206.2,8.5,10.132
1014586,49224,28253.352,28226.5,12.25,14.602
1013394,25428,36128.928,36095.5,15.25,18.178
1000092,2111,112129.872,111955.4,66,108.472
1014367,15725,88125,,88125,
1003516,61467,79506.8,16.3,79490.5,
1000934,75603,207988.48,207777.5,96.25,114.73
1007046,50532,895124.146,591324,107.75,303692.396
1013898,45014,35010.968,34974.8,16.5,19.668
1013611,70086,647653.838,643681.5,2786,1186.338
1004632,53044,68851.816,56622.7,12194.25,34.866
1004588,76801,16988.736,16971.2,8,9.536
1000336,60804,46460.076,46412.4,21.75,25.926
1004737,37415,38222.456,38183,18,21.456
1005445,45885,24319.108,24293.9,11.5,13.708
1002542,31415,57989.632,57929.9,27.25,32.482
1013803,36260,91988.272,90200.4,286.25,1501.622
1000853,45620,5559378.402,5514834.8,16293.5,28250.102
1000241,85283,477690.426,477204.6,221.5,264.326
1002591,90012,23888.46,23863.8,11.25,13.41
1005097,68743,85317.35,19.1,85298.25,
1000828,28401,1500313.858,1498784.4,696.25,833.208
1011214,49946,17438.162,15322.3,426.5,1689.362
1000536,54601,46516.05,54.3,46461.75,
1004056,85344,45533.398,81.1,45452,0.298
1002132,71342,92500.25,,92500.25,
1008930,83201,36654.72049,7581.4,3.5,27.416
1013353,70669,538261.396,538123.3,63,75.096
1002352,80810,34231.172,34196.1,16,19.072
1005639,18052,436502.564,433996.6,951,1554.964
1007766,45879,373358.548,372828.5,157.25,372.798
1002208,54870,11925.9,23.9,11902,
1001970,64056,38568.404,38528.4,18.25,21.754
1000176,32778,36281,,36281,
1005878,44077,88188.75,,88188.75,
1004093,86404,43307.5,,43307.5,
1003588,60062,5845.17,,5796,49.17
1007649,16509,34897.912,2225.5,32592.25,80.162
1002134,92223,100239.25,,100239.25,
1000607,99326,30212.336,30181.1,14.25,16.986
1000609,97838,40688.23,40600.1,33,55.13
1000611,99301,39066.452,39025.9,18.5,22.052
1000606,83211,74001.392,55376.4,18594,30.992
1005651,97818,41138.896,41096.7,19.25,22.946
1000610,56470,33565.31,30640.8,2888.75,35.76
1007841,93535,20271,15.5,20255.5,
1002391,17555,27598.5,37,27561.5,
1003593,17013,43339.936,43295,20.5,24.436
1002874,93274,61238.42,61175.4,28.75,34.27
1004679,98338,109911.75,,109911.75,
1002090,61350,24089.95,18.7,24071.25,
1004887,62401,85197.25,,85197.25,
1006749,50428,74371.25,61.5,74309.75,
1004234,77520,165467.944,165384.1,38.25,45.594
1006968,71730,48996.022,48936.8,25.25,33.972
1008036,71730,30119.136,30087.9,14.25,16.986
1008038,71730,21317.12,21295.2,10,11.92
1005928,80526,207001.7,50.2,206951.5,
1002224,92055,23146.25,,23146.25,
1000595,89030,136842.444,136703.8,63.25,75.394
1004242,89028,25902.45,38.7,25863.75,
1007586,15909,19035.246,226.9,18807.75,0.596
1002341,40740,42578.75,,42578.75,
1004993,73501,94988.25,,94988.25,
1013625,77586,18864.528,18844.8,9,10.728
1001905,77507,82857.982,82731.8,49,77.182
1007773,88260,38096.156,38056.7,18,21.456
1007584,25427,15631.85,807.6,14824.25,
1007137,77520,44935.38,44888.8,21.25,25.33
1008025,39462,89673.31,78786.3,6381.25,4505.76
1006421,3784,7058.75,77,6981.75,
1002557,29010,72574.25,,72574.25,
1003627,61021,82955.7,87.7,82868,
1002268,33905,187140.21,175640.3,4483.5,7016.41
1002990,33930,102995.25,,102995.25,
1007472,26416,1033347.25,,1033347.25,
1002546,64082,38154.25,,38154.25,
1005352,50401,506152.904,504810.7,530.75,811.454
1006136,46947,531427.756,531408.5,5.25,14.006
1002787,21791,1919704.122,1913920.8,2113.75,3669.572
1002976,18015,13043.8,13030.1,6.25,7.45
1000198,17404,78838.28,78778,27.5,32.78
1007023,63841,34790.5,9.5,34781,
1013523,70380,137026.592,136887.4,63.5,75.692
1005220,49401,24984.256,24958.5,11.75,14.006
1005365,40516,51751.75,,51751.75,
1006911,86434,780624.7,780624.7,,
1002620,63670,849470.176,849463.6,3,3.576
1002601,93902,53239.044,53223.7,7,8.344
1002405,78611,339570.168,339506.6,29,34.568
1002549,35040,849034.38,849028.9,2.5,2.98
1002553,24150,425835.504,424356.9,540.5,938.104
1007812,47960,102574.558,237.6,102137,199.958
1004469,987,40251.998,40152.9,31.75,67.348
1005461,28033,48590,,48590,
1002114,44117,24576.108,24550.9,11.5,13.708
1004668,62451,80919.296,80836,38,45.296
1003737,50201,109284.788,109171.9,51.5,61.388
1002119,46312,163038.668,163029.9,4,4.768
1002120,46312,1428335.892,1428333.7,1,1.192
1005941,43616,417904,417904,,
1006732,91761,73323,73323,,
1006562,77590,257508.236,257490.7,8,9.536
1006856,77630,61042.42,60979.4,28.75,34.27
1007861,71730,712884.878,709709.5,1399,1776.378
1006302,39157,37525.3,7.8,37517.5,
1004543,72206,98204.9,150.9,98054,
1002995,51035,192990.924,192792,90.75,108.174
1006229,30288,8324.5,,8324.5,
1006860,93308,37875.76,37837.4,17.5,20.86
1002249,61764,83198.9,19.9,83179,
1004708,60410,47654.22,47604.9,22.5,26.82
1010767,95242,329328.532,328994.8,152.25,181.482
1002771,42276,237372.356,237127.4,111.75,133.206
1000064,93263,156.298,156,,0.298
1004289,74361,352986.92,351536.1,530,920.82
1006112,63701,822231.984,820554.9,624.25,1052.834
1005302,46135,1005549.718,1002304.8,1139.25,2105.668
1006107,91342,152271,,152271,
1007969,44074,127686.5,,127686.5,
1002247,87544,77242.56,77163.1,36.25,43.21
1007147,40202,72420.446,72143,105.5,171.946
1002490,20175,21341.25,,21341.25,
1003855,50107,154181.62,154022.7,72.5,86.42
1002988,46510,97139.184,97038.9,45.75,54.534
1004127,70669,265891.98,265790.6,46.25,55.13
1006955,70803,127682.62,127551.1,60,71.52
1005362,71270,34841.868,34805.7,16.5,19.668
1005287,60153,27761.196,27732.7,13,15.496
1000135,60466,111382.984,111269.4,51.6,61.984
1006602,79409,8080.12,8071.9,3.75,4.47
1000619,77507,23258.712,23234.6,11,13.112
1000618,44077,32494.972,32460.4,15.5,19.072
1000620,77536,105140.504,105032,49.5,59.004
1002286,90280,36985.758,35967.6,959.75,58.408
1006175,92347,182.1,182.1,,
1005280,56157,11344.65,9.9,11334.75,
1004310,48165,7903.75,,7903.75,
1007562,77530,271298.814,270682.4,208.75,407.664
1006539,66040,6698482.574,6663409.2,1768,33305.374
1012903,78541,86213,,86213,
1011838,87002,4220.484,4216.1,2,2.384
1001339,93251,696466.368,695758.9,322.75,384.718
1010702,77571,594160.8,594160.8,,
1014274,77571,131840.208,131705.4,61.5,73.308
1013970,71465,30750.384,30718.6,14.5,17.284
1000192,63055,15860758.8,15736417.5,45482.75,78858.548
1013233,18434,3308602.94,3305243.7,1532.5,1826.74
1007814,76705,52118.5,,52118.5,
1001161,22580,500361.314,499724.7,258.75,377.864
1005360,12143,1009464.15,1008348.3,423,692.85
1007457,38012,1572214.074,1570579.1,737.1,897.874
1001432,72105,134553.252,134416.8,62.25,74.202
1013878,70669,2240190.248,2237915.5,1037.75,1236.998
1007503,75182,379776.958,379210.5,217.5,348.958
1001338,6241,2189120.988,2186898.3,1014,1208.688
1006852,64504,296985.796,296032.6,110.75,842.446
1000454,84058,2560751.46,2558151.2,1186.25,1414.01
1000203,56176,51884.354,51830.9,24.25,29.204
1010760,37778,110602.65,20.4,110582.25,
1001283,8701,171540.636,171351.5,82.75,106.386
1001310,75462,2123640.68,2121484.3,983.75,1172.63
1000613,98848,35377.516,35340.8,16.75,19.966
1000614,99352,81536.458,59802.9,21660.25,73.308
1000615,83301,83958.326,58122.2,25802.75,33.376
1012645,97818,22452.816,22429.8,10.5,12.516
1007677,17502,163452.302,154441,3513.5,5497.802
1007424,92285,46416.95,0.2,46416.75,
1007225,8060,1291.75,,1291.75,
1000049,57702,16337.24,16320.8,7.5,8.94
1007379,83655,574517.82,573934.2,266.25,317.37
1007419,52151,1092353.568,1086630,287.75,5435.818
1001491,32409,1751787.804,1750008.4,811.5,967.904
1001668,33467,20410.25,,20410.25,
1001045,82070,11524663.44,11434453.5,32992.75,57217.192
1006725,78041,18423.032,18404.4,8.5,10.132
1000147,92154,18860.68,18841.5,8.75,10.43
1000686,55750,90791.364,90699.3,42,50.064
1003626,47720,23901.5,,23901.5,
1007471,33314,1502451.092,1500879.2,706.5,865.392
1012422,31021,33541,,33541,
1011691,29483,15065.844,15050.5,7,8.344
1000582,66044,2187056.09,2176744.2,573.25,9738.64
1000138,47025,3397290.112,3393841,1573.5,1875.612
1011026,96915,57575.25,,57575.25,
1011595,88231,42774.25,,42774.25,
1001380,61021,57017.34,56959.8,26.25,31.29
1010871,26354,279140.25,,279140.25,
1006851,38954,78376.25,,78376.25,
1000290,12801,247358.23,247270.8,39.75,47.68
1000836,58571,4383205.368,4350145.3,12091,20969.068
1000343,60439,1822314.004,1808099.5,9350.25,4864.254
1004913,34211,38479.25,,38479.25,
1005026,28551,22658.75,,22658.75,
1003609,36505,66736.048,66667,31.5,37.548
1006816,32311,63893.75,,63893.75,
1000956,78211,81615.94186,81533.06722,37.807775,45.0668678
1006594,93245,50935.908,50883.3,24,28.608
1006819,88203,42176.492,42133.2,19.75,23.542
1006479,80631,97706.87,97603.5,46.75,56.62
1007768,59270,882.448,881.9,0.25,0.298
1004538,59602,33857.25,,33857.25,
1000928,77318,1060698.268,1059620.9,491.5,585.868
1010769,68850,27066.8,19.8,27047,
1002598,35040,945254.344,943844.5,470.25,939.594
1002403,76634,493360.112,492944.3,134.5,281.312
1002551,89165,610994.192,609500.4,539,954.792
1002432,78132,490669.524,490360.5,104,205.024
1005121,43697,71817.82,71754.8,28.75,34.27
1001376,19022,1418005.544,1416565.4,657,783.144
1000903,93635,115461.064,115341.6,54.5,64.964
1001699,29440,8993.416,8984.1,4.25,5.066
1001610,71060,86118.032,86030.9,39.75,47.382
1000411,45804,1263350.018,1252957,6737.75,3655.268
1005713,75846,7728950.662,7669241.1,21843,37866.562
1014622,820,83518.8,83232.9,84.75,201.15
1000060,80828,79704.082,79609,40.25,54.832
1001109,28164,123554.554,123355,73.5,126.054
1001369,60442,2017.496,2016.4,0.5,0.596
1004798,75765,28801.04,28770.9,13.75,16.39
1013977,77507,689219.8,689219.8,,
1008002,35601,108988.28,108982.8,2.5,2.98
1011080,77641,1076469.268,1076405.7,29,34.568
1002023,77641,687539.8,687539.8,,
1011900,14304,32321.8,32321.8,,
1002608,70665,429410.4,429410.4,,
1003255,70734,447772.796,447771.7,0.5,0.596
1000043,77590,1407460.7,1407460.7,,
1010879,70079,1103035.864,1102957.5,35.75,42.614
1002041,84054,183008.2,183008.2,,
1013934,19706,155549.2,155549.2,,
1008991,48626,27281.3,27281.3,,
1014343,77480,1082517.1,1082517.1,,
1001232,7036,2709777.986,2707012.5,1258.5,1506.986
1007330,7036,2014257.338,2012166.3,934.5,1156.538
1005623,77651,66503.8,66435.3,31.25,37.25
1002091,62056,7725.25,22,7703.25,
1001605,70079,525968.6,525434.3,243.75,290.55
1002871,54166,35359.568,35323.4,16.5,19.668
1007295,49753,11985.456,11973.4,5.5,6.556
1005300,22551,76259.7,20.7,76239,
1001265,14094,97553.188,97454,45.25,53.938
1003990,51551,104484,0,104484,
1001201,8085,240506.508,238746.7,643.5,1116.308
1001886,92354,59392.88,59332.6,27.5,32.78
1000722,68025,493535.106,489843.2,1353.5,2338.406
1007543,85024,63654.5,,63654.5,
1006110,79535,690011.614,689729.8,120,161.814
1014422,70433,11845.938,9890.8,1931,24.138
1011917,0,121561.058,115566.8,5839,155.258
1013115,0,23003.196,13875.4,9119.75,8.046
1006255,78945,167454.082,150611.5,16787.75,54.832
1003319,49646,41404.952,40333.9,1049,22.052
1010735,78357,113454.192,99222.2,14201,30.992
1005641,88240,212488.094,210418.7,1994,75.394
1001628,99734,679909.202,667226.3,12340.5,342.402
1006795,75603,59629.624,52643.9,6959.5,26.224
1002355,80631,236252.584,234709.6,1481,61.984
1004620,70665,23577.65105,23552.78471,11.64037467,13.2259695
1013919,80651,95520.928,94391,1074.5,55.428
1014485,79706,33066.31695,32183.48276,869.3341721,13.50002555
1012150,71001,24263.524,24064.4,195.25,3.874
1011524,58854,112402.1551,109554.5291,2786.304395,61.32160451
1012781,79754,321723.366,300352.1,21358.75,12.516
1010234,71050,69854.234,65756.2,4080.75,17.284
1013727,77580,512315.248,504502.8,7573.75,238.698
1013929,77580,147261.452,147110.8,69,81.652
1012131,77580,189562.11,187216.7,2220.25,125.16
1006087,75604,85203.18,73717.7,11445.25,40.23
1012845,79754,12121.9743,11202.75982,912.9306372,6.283839173
1007352,70549,25521.45407,25241.76971,265.5081225,14.17623693
1002256,77456,104953.574,97719,7186,48.574
1002097,75462,88156.286,83046.5,5063,46.786
1008150,8530,44446.644,41338.9,3084.5,23.244
1011650,39168,32447.566,22424.8,10010.25,12.516
1002427,45036,36891.39,29043,7832,16.39
1006824,15938,72475.236,69779.4,2656.5,39.336
1005332,39452,37569.968,35054.8,2495.5,19.668
1010314,15906,14970.1,12846.9,2115.75,7.45
1011323,58831,337914.148,337571.1,156.5,186.548
1000490,90802,14752.144,14736.8,7,8.344
1012086,11040,25492.98,25462.1,13,17.88
1014297,43931,894972.032,894062.9,414.75,494.382
1000782,26541,3951507.416,3921167.7,11098.75,19240.966
1000162,88045,40915.648,40874,19,22.648
1013257,44481,2361307.7,2358910.2,1093.75,1303.75
1001984,90045,28963.192,28933.6,13.5,16.092
1006627,90810,6263565.33,6235735.7,17642.5,10187.13
1000175,95134,87197.276,87108.5,40.5,48.276
1010003,93234,61966.516,61902.4,29.25,34.866
1001366,94565,1488028.688,1486586.9,657.75,784.038
1002799,85756,21442.75,,21442.75,
1001340,78602,1204084.088,1202861.5,557.75,664.838
1001060,52761,3177110.254,3152311.9,9072,15726.354
1007183,22942,153869.78,153674.8,80.25,114.73
1001209,70821,2097816.58,2095687.6,971.25,1157.73
1013813,70669,1116644.872,1116281,166,197.872
1012527,75951,18929.3,17513.4,209,1206.9
1010825,70052,135572.938,135432.9,63.75,76.288
1000146,18013,1635035.14,1633374.7,757.5,902.94
1010656,25635,108451.5,,108451.5,
1010111,15701,139995,,139995,
1000795,88030,1269611.296,1268322.4,588,700.896
1004218,17752,377763.144,57,377705.25,0.894
1013994,25632,21200,,21200,
1003029,13032,11608.3,55.3,11553,
1002115,17408,312307.728,310973.1,489.5,845.128
1007756,44443,55491.898,,55432,59.898
1007633,60133,16540.3,76.8,16463.5,
1002038,53115,53592.3,49.3,53543,
1005077,63147,26787.3,26759.9,12.5,14.9
1002643,75422,125015.8,21.3,124994.5,
1004184,6040,88507.898,465.6,88042,0.298
1007028,49660,7006.598,117.3,6889,0.298
1007610,23083,94185.548,521,93664.25,0.298
1002307,54471,34790.8,36.3,34754.5,
1004098,7407,39926.9,39885.8,18.75,22.35
1006881,34480,112705.75,,112705.75,
1004097,43469,1248975.962,1246041.9,1051,1883.062
1005855,49660,94327.844,94230.3,44.5,53.044
1007792,76065,1497426.17,1491125.3,2444.75,3856.12
1007661,71762,54069.302,53037.6,994.75,36.952
1001804,94553,2571283.526,2562144.6,4233.25,4905.676
1003587,1005,1503.25,,1503.25,
1001809,48040,84091.684,84005.1,39.5,47.084
1006452,2128,19188.674,19168.1,9.25,11.324
1007435,1151,108926.948,108816.8,50.25,59.898
1013125,44481,46066.276,46018.6,21.75,25.926
1001437,96732,180927.768,180318.1,180.25,429.418
1001438,96753,464964.728,463373.7,470.25,1120.778
1007188,96748,23724.416,23643.2,24,57.216
1006685,55905,74196.306,74117,35.5,43.806
1002283,4740,23945.512,22660.3,1249.75,35.462
1002284,54467,41061.804,40618.1,414.5,29.204
1002287,99344,75786.162,55798.3,19937.5,50.362
1002285,83318,76449.696,73924.6,2450,75.096
1006899,77078,210028.25,,210028.25,
1007580,49201,6787.6,674.1,6113.5,
1004572,33605,118227.77,112028.9,2417.25,3781.62
1005530,16735,6679.05,152.3,6526.75,
1006291,75069,52492.25,,52492.25,
1002541,93308,5870.928,5864.9,2.75,3.278
1003269,37303,113205.45,,113198,7.45
1007667,26330,124051.47,2075,121972,4.47
1000580,2215,271862.096,271575.8,129.25,157.046
1001921,44106,82220.84,82135.9,38.75,46.19
1003240,47260,74903.2,45.2,74858,
1013816,77541,197291.28,197203.6,40,47.68
1006466,38112,35576.916,35540.2,16.75,19.966
1007755,49858,58655.5,350,58305.5,
1001168,62953,0,0,,
1007059,70075,655088.122,648746,4244.5,2097.622
1004249,35490,44972.78,44926.2,21.25,25.33
1000425,24740,36270,,36270,
1003261,7065,83730.666,83640.9,40,49.766
1003595,22827,41649.192,41605.9,19.75,23.542
1003063,54936,38316.21,38267.9,20,28.31
1006977,81503,100572.3,20.8,100551.5,
1007893,78130,55709.796,,55664.5,45.296
1009891,0,31644.254,12314.9,19322.5,6.854
1011942,0,94554.75,88017.8,6380.5,156.45
1009922,0,80378.998,26825.3,53538.5,15.198
1013229,0,264354.286,261203.5,2880.5,270.286
1002139,0,96979.75,93976.7,2936,67.05
1010221,0,109457.49,73004.8,36406.5,46.19
1002679,0,162544.972,154775.1,7609.25,160.622
1011639,0,127200.816,120911.2,6180.25,109.366
1002569,0,166732.004,160060.3,6530.75,140.954
1005410,0,9675.478,5725.7,3946.5,3.278
1005045,77580,226024.3,225715.9,181.75,126.65
1002255,67460,132050.206,131745.6,231,73.606
1006131,80623,280376.514,278158.7,2093.25,124.564
1005446,93276,30804.692,30181.1,607.5,16.092
1002030,36523,40442.302,39451,969.25,22.052
1003332,76064,40522.1,122.6,40399.5,
1006921,75652,42493.036,30511.3,11964.75,16.986
1002931,75551,72189.158,64224.6,7928.5,36.058
1002409,71241,65214.966,62065.1,3115,34.866
1002849,39066,62283.624,59902.2,2347.75,33.674
1011615,10998,58003.982,57790.5,181,32.482
1007715,81321,778.284,774.9,1,2.384
1007727,50169,47347.786,1975.9,45191,180.886
1005105,55450,29139.688,29109.5,13.5,16.688
1001644,21550,31064.538,30827,86.75,150.788
1002469,76667,6004.25,,6004.25,
1006675,70776,54724.068,31915.6,15,17.88
1006611,89158,113633.872,113516.6,53.5,63.772
1002865,66002,157534.508,157172.8,273.5,88.208
1004530,47025,69844.188,69772.4,32.75,39.038
1005305,45056,24828.956,24803.2,11.75,14.006
1004503,73401,25782.452,25755.6,12.25,14.602
1001250,48824,334551.354,334198.5,159.75,193.104
1006312,48723,79982.948,79880.8,42.25,59.898
1004477,48422,87370.568,87307,29,34.568
1005758,48706,187446.59,187179.9,108.75,157.94
1006343,48759,135816.786,135401.5,33.25,382.036
1004883,97030,149822.1327,11619.3,5.5,13085.776
1004325,83707,58326.996,56889.8,26.75,31.886
1005476,69150,49621.964,49571,23.25,27.714
1007847,65339,82617.688,82532.2,39,46.488
1007635,23149,71123.05,70,70948.75,104.3
1002650,37130,90153.948,411.4,89742.25,0.298
1004834,37132,39311.652,39271.1,18.5,22.052
1005718,21601,33144.5,,33144.5,
1011317,21660,105344.5,,105344.5,
1005355,93224,36048.364,36011.1,17,20.264
1002002,21144,49427.6,60.1,49367.5,
1004950,29702,112252.958,112132.6,54.5,65.858
1007958,29670,14719.144,14703.8,7,8.344
1006293,91761,21459.75,,21459.75,
1002210,53226,45703.976,45656.3,21.75,25.926
1006319,58075,467762.148,408946.2,57087.25,1728.698
1006609,56119,52885.25,52830.7,24.75,29.8
1004480,72315,92909.2,10.7,92898.5,
1003479,35040,436801.634,435458.2,491.75,851.684
1004517,41092,307749.64,306866.4,323,560.24
1004386,63670,2591481.306,2584686.1,2452.75,4342.456
1001289,2139,168493.854,168318.1,79.5,96.254
1004315,29652,33432.914,33396.4,16.25,20.264
1002393,36582,35467.216,35430.5,16.75,19.966
1001403,63352,61645.768,61582.2,29,34.568
1003426,53207,73586.428,73416.1,62.75,107.578
1001770,54880,65540.75,39,65501.75,
1003100,17406,79096.25,19,79077.25,
1003732,14107,364350.55,109.3,364241.25,
1007652,13340,14469.5,,14469.5,
1002057,31705,31453.532,31421.2,14.75,17.582
1002904,45067,29056.24,29026.1,13.75,16.39
1006273,55057,39046.604,39006.6,18.25,21.754
1001701,66748,933015.196,933014.1,0.5,0.596
1005389,35630,18279.132,18260.5,8.5,10.132
1005054,7753,216489.25,192.5,216296.75,
1003505,47408,18693,,18693,
1007585,15146,29876.2,61.2,29815,
1006766,59440,83945.15,27.4,83917.75,
1006957,36104,132052.25,,132052.25,
1000623,20842,218272.332,206642,4535.25,7095.082
1007590,49709,65664.75,21,65643.75,
1007592,81401,47207.2,94.2,47113,
1004018,77015,69412.588,69340.8,32.75,39.038
1000904,95987,115000.216,114881.3,54.25,64.666
1002464,35643,30968.15,7.9,30960.25,
1001663,49660,94389.824,93891.1,25.5,473.224
1002203,44270,79023.852,78942.2,37.25,44.402
1002333,14550,52151.704,52098,24.5,29.204
1003453,63379,28805.692,28776.1,13.5,16.092
1003510,38305,23487.312,23463.2,11,13.112
1007458,77640,5213959.976,5161638.4,32724.5,19597.076
1004084,3570,52002.45,19.2,51983.25,
1006489,10029,42430.442,42377.2,22.25,30.992
1001757,30753,60284.912,60082.3,77.75,124.862
1005978,82070,474100.97,472083.8,738.75,1278.42
1001563,26037,67734.504,67667.9,22.5,44.104
1007611,21532,6226.25,,6226.25,
1010550,92366,45077.926,45030.5,21.5,25.926
1001146,30656,94465.254,94360,46.25,59.004
1003940,26146,35804.108,35765.7,17.25,21.158
1000062,16735,38171.756,38132.3,18,21.456
1006462,71052,136862.5,,136862.5,
1003335,30705,47369.25,,47369.25,
1007751,49451,64369.85,38.6,64331.25,
1003616,74401,132675,,132675,
1010309,37617,17642.25,,17642.25,
1000351,37040,34902.416,34879.4,10.5,12.516
1014583,48879,34435.358,34397.2,17,21.158
1012017,96929,35806.272,35683.9,36.25,86.122
1010379,39552,119640.5,,119640.5,
1011793,31210,60210,,60210,
1000753,88240,213845.904,213627.8,99.5,118.604
1001318,45067,448704.288,448248.9,207.75,247.638
1010145,44811,117407.4062,3925.969546,1.75,2.086
1001325,78539,945306.096,944346,438,522.096
1000185,72104,1241184.496,1239923.5,575,685.996
1005534,63866,374281.361,290492.2,10,11.92
1000457,91502,609582.192,608963.5,282.25,336.442
1000821,38603,2075339.783,2073232.3,961.375,1146.108
1003357,71213,13449,175.5,13273.5,
1014520,52577,36608.8,17.8,36591,
1007422,4401,270363.848,270089.3,125.25,149.298
1000458,93725,9513.316,9504,4.25,5.066
1007318,90058,214090.156,213872.6,99.25,118.306
1000440,53215,277.248,276.7,0.25,0.298
1000441,59404,29062.64,29032.5,13.75,16.39
1007255,34219,2431608.54,2429139.8,1126.25,1342.49
1000905,2903,464973.707,464454.1,226.375,293.232
1001327,80723,127291.128,127161.8,59,70.328
1000987,54220,196846.708,191403.2,2084.75,3358.758
1000437,56001,730360.68,729616.4,339,405.28
1013218,85653,59320.2,28.7,59291.5,
1003564,79905,808678.798,801288.4,5058.25,2332.148
1005966,58554,695213.234,689319.2,3977,1917.034
1011549,58601,70035.436,69963.1,33,39.336
1000269,19061,2083091.28,2080976,965,1150.28
1011451,96915,282195.348,281264.7,274.75,655.898
1001530,62959,1130908.264,1122634.8,3030.75,5242.714
1010561,37347,44334.25,,44334.25,
1008760,26585,1360408.134,4428.5,1355977.25,2.384
1005808,26570,37184.736,36887.9,108.5,188.336
1004902,43302,201171.392,200963.7,94.75,112.942
1000051,94514,52037.756,51984.6,24.25,28.906
1014659,77515,3441.688,3438.3,1.6,1.788
1000324,29512,103034.568,99283.6,796,2954.968
1013300,49855,73413.068,73336.3,34.75,42.018
1005374,61327,526800.568,526257.5,247.75,295.318
1005051,54646,124187.432,124059.2,58.5,69.732
1010654,43228,25272.804,25246.5,12,14.304
1005417,7840,45510.628,45463.5,21.5,25.628
1011303,94509,85789.432,85702.3,39.75,47.382
1001160,22734,203935.088,203678.3,106,150.788
1001377,42029,289623.018,289327.3,134.5,161.218
1000834,28682,5272927.738,5245910.1,10082,16935.638
1008761,26033,2111338.67,21396.5,2089930.25,11.92
1010983,50158,30959.75,,30959.75,
1001013,34956,3659605.316,3655885.3,1696,2024.016
1001465,80903,142862.064,142715.7,66.5,79.864
1007504,75691,13330423.23,13225992.7,38196.75,66233.778
1007621,78132,1169027.37,1166738,891.75,1397.62
1007390,94553,247754.154,247496.2,117,140.954
1000892,18013,172382.378,172178.9,81,122.478
1012407,54449,22581.1,22546.5,12.25,22.35
1001280,13662,527,527,,
1012034,49036,30494.436,30463.2,14.25,16.986
1010531,46714,20597.772,20576.4,9.75,11.622
1011448,99645,26550,,26550,
1011243,43416,23426.512,23402.4,11,13.112
1010969,98221,43406,43406,,
1002044,60446,395705.9,395705.9,,
1002042,45804,83682,83682,,
1002043,45804,107835,107835,,
1012904,45804,114418,114418,,
1007230,36571,79338,79338,,
1007440,37774,157795.5,,157795.5,
1003921,75098,70679,,70679,
1001049,27574,1377810.508,1366758.5,4042.75,7009.258
1007154,79934,290713.5,,290713.5,
1001177,65757,59029.432,58969.7,27.25,32.482
